Year,Origin,Dest,Distance,Flights_Count,DepDelay_Sum,ArrDelay_Sum
1990,ABQ,AMA,277,961,346,314
1990,ABQ,IAH,744,780,42,77
1990,ABQ,ONT,631,1,0,0
1990,ABQ,ORD,1118,1269,108,131
1990,ABQ,SFO,896,955,284,272
1990,ABQ,TUS,321,720,138,128
1990,AGS,ATL,143,2068,338,578
1990,AGS,CLT,140,716,152,241
1990,ALB,RDU,544,1043,63,85
1990,AMA,ABQ,277,930,223,155
1990,AMA,DAL,NA,373,62,58
1990,AMA,MAF,228,1,1,1
1990,ATL,AGS,143,2398,617,877
1990,ATL,AVP,714,345,22,43
1990,ATL,BDL,859,2584,359,495
1990,ATL,IAD,533,2865,405,574
1990,ATL,IND,432,2807,429,620
1990,ATL,JFK,760,694,140,198
1990,ATL,MOB,302,3082,622,888
1990,ATL,SAN,1891,351,13,15
1990,ATL,STT,1599,297,22,19
1990,ATL,TYS,152,2801,603,902
1990,AUS,ELP,528,1463,187,220
1990,AUS,HRL,273,302,36,51
1990,AUS,MSY,445,263,10,26
1990,AVP,ATL,714,1,1,0
1990,AVP,ELM,83,120,10,9
1990,BDL,ATL,859,2602,240,364
1990,BDL,BUF,317,626,85,105
1990,BDL,CLT,644,951,86,110
1990,BDL,DCA,313,2010,260,276
1990,BDL,FLL,1173,360,7,15
1990,BDL,IAH,1507,111,5,5
1990,BDL,JFK,106,285,90,123
1990,BFL,DFW,1271,592,52,62
1990,BHM,CVG,396,359,17,55
1990,BHM,DFW,597,1506,145,260
1990,BHM,HOU,570,1,0,0
1990,BHM,SDF,323,552,55,96
1990,BNA,LAX,1797,786,25,43
1990,BNA,MSP,695,700,40,59
1990,BNA,PHL,675,1562,151,230
1990,BNA,PHX,1448,711,22,49
1990,BNA,PIT,462,1157,74,153
1990,BNA,SAN,1751,255,4,13
1990,BNA,SDF,151,348,59,107
1990,BOI,ORD,1437,627,44,55
1990,BOS,BWI,370,2542,518,608
1990,BOS,CLT,728,2477,411,497
1990,BOS,CVG,752,1420,139,197
1990,BOS,DTW,632,2298,333,377
1990,BOS,LAX,2611,2049,100,120
1990,BOS,RSW,1249,160,18,21
1990,BTR,DFW,383,2226,388,659
1990,BTR,DFW,NA,445,117,157
1990,BTV,PHL,336,716,94,164
1990,BTV,PIT,454,1066,137,234
1990,BUF,BDL,317,609,61,89
1990,BUF,DTW,240,1468,102,155
1990,BUF,LGA,292,2725,492,789
1990,BUR,PDX,817,710,19,54
1990,BWI,BOS,370,2590,542,631
1990,BWI,DCA,30,176,33,43
1990,BWI,EWR,169,1721,334,587
1990,BWI,LGA,185,1749,370,634
1990,BWI,MCO,787,2556,241,364
1990,BWI,MDT,70,145,27,45
1990,BWI,PHL,90,3,1,1
1990,BWI,PHX,1999,1409,81,90
1990,CAK,DAY,162,1082,86,133
1990,CHA,JAN,338,1,0,0
1990,CHA,MEM,271,687,28,46
1990,CHS,EWR,628,23,1,1
1990,CHS,JAX,193,307,61,60
1990,CHS,SAV,86,964,233,260
1990,CID,STL,228,1624,210,353
1990,CLE,DEN,1201,2297,183,326
1990,CLE,EWR,404,3095,680,1092
1990,CLE,ORF,435,634,66,99
1990,CLE,TPA,927,808,89,161
1990,CLT,AGS,140,705,139,245
1990,CLT,BDL,644,955,115,201
1990,CLT,BOS,728,2476,299,432
1990,CLT,DEN,1337,982,66,96
1990,CLT,EWR,529,2836,551,880
1990,CLT,FAY,118,2071,462,508
1990,CLT,GSO,83,2932,678,835
1990,CLT,GSP,75,1778,509,586
1990,CLT,JFK,541,360,101,117
1990,CLT,PIT,366,2216,395,725
1990,CLT,PVD,683,288,12,24
1990,CMH,DCA,322,1160,117,206
1990,CMH,LGA,478,1557,199,405
1990,CMH,STL,410,1697,178,340
1990,COS,STL,774,1066,88,106
1990,CRP,DFW,NA,288,48,67
1990,CRP,IAH,201,1697,115,403
1990,CRW,LGA,444,188,23,33
1990,CVG,BHM,396,346,81,121
1990,CVG,BOS,752,1412,160,274
1990,CVG,FLL,932,1008,58,102
1990,CVG,GSO,330,667,84,272
1990,CVG,HOU,886,1048,110,220
1990,CVG,JAX,614,352,43,78
1990,CVG,MCI,539,1136,100,188
1990,CVG,SAN,1865,357,4,12
1990,CVG,SHV,686,1,1,0
1990,DAB,EWR,884,756,118,210
1990,DAB,MLB,78,810,210,204
1990,DAL,AMA,NA,357,59,62
1990,DAL,IAH,NA,304,57,74
1990,DAL,MAF,NA,353,71,64
1990,DAY,CAK,162,1068,339,318
1990,DAY,EVV,220,1072,224,149
1990,DAY,GRR,217,1172,313,289
1990,DAY,PIT,215,1415,275,393
1990,DAY,SBN,166,1182,300,262
1990,DCA,BDL,313,2062,380,547
1990,DCA,BWI,30,163,41,43
1990,DCA,CMH,322,1169,293,320
1990,DCA,DFW,NA,569,40,67
1990,DCA,MSP,931,2110,156,227
1990,DEN,CLE,1201,2278,209,318
1990,DEN,CLT,1337,986,94,109
1990,DEN,DFW,NA,1296,221,327
1990,ABE,BWI,121,1018,106,263
1990,ABE,DTW,424,1003,58,86
1990,ABE,MDT,77,228,43,67
1990,ABQ,DFW,NA,669,113,159
1990,ABQ,LBB,289,689,212,222
1990,ABQ,MKC,720,1,1,0
1990,ALB,BWI,288,1402,283,567
1990,ALB,PVD,141,1,1,1
1990,ATL,EWR,745,5808,1051,1365
1990,ATL,LGA,761,6257,1218,1586
1990,ATL,LIT,453,1065,189,255
1990,ATL,ONT,1900,353,31,37
1990,ATL,ORD,606,9437,1652,2267
1990,ATL,SDF,321,3461,719,1113
1990,ATL,SRQ,445,3330,535,770
1990,AUS,DAL,NA,605,122,90
1990,BDL,DFW,1471,881,45,72
1990,BDL,DFW,NA,165,12,17
1990,BFL,DFW,NA,117,18,26
1990,BFL,SFO,238,1,1,1
1990,BGR,BTV,214,156,24,27
1990,BGR,EWR,393,66,27,57
1990,BNA,CHA,112,1011,179,228
1990,BNA,HOU,670,1258,265,247
1990,BNA,IND,249,440,89,110
1990,BNA,JAN,327,1030,96,127
1990,BNA,MSY,471,1034,116,175
1990,BOI,LAS,520,707,67,103
1990,BOS,CLE,563,2980,409,674
1990,BOS,FLL,1237,1017,114,141
1990,BOS,LAS,2381,273,17,17
1990,BOS,MEM,1139,700,98,103
1990,BOS,PBI,1197,696,70,109
1990,BOS,RDU,612,1060,103,132
1990,BOS,RIC,474,384,93,116
1990,BOS,TPA,1185,1250,85,116
1990,BTR,JAN,138,272,36,48
1990,BTV,BGR,214,146,82,83
1990,BTV,EWR,266,1330,219,431
1990,BUF,JFK,301,356,92,175
1990,BUR,DFW,1231,860,52,90
1990,BUR,LGB,29,390,50,136
1990,BUR,ONT,44,353,77,68
1990,BWI,ABE,121,1010,210,205
1990,BWI,ALB,288,1353,202,336
1990,BWI,CHS,472,362,45,69
1990,BWI,CVG,430,715,79,114
1990,BWI,DAY,406,577,70,81
1990,BWI,DEN,1491,1066,73,108
1990,BWI,MIA,946,1065,124,212
1990,BWI,MSY,998,362,29,52
1990,BWI,ROA,221,729,83,145
1990,BWI,UCA,282,696,88,117
1990,BZN,MSO,161,686,249,238
1990,BZN,MSP,874,20,2,2
1990,CAE,CHS,95,776,237,269
1990,CAE,MYR,127,1,1,0
1990,CAK,BWI,280,1,0,0
1990,CDV,YAK,213,333,47,70
1990,CHA,BNA,112,1039,52,138
1990,CHA,CLT,242,817,51,88
1990,CHS,BWI,472,363,36,65
1990,CHS,CAE,95,770,163,218
1990,CHS,DFW,987,410,45,56
1990,CHS,RDU,217,1043,28,138
1990,CID,PIA,135,4,0,0
1990,CLE,BOS,563,2923,596,937
1990,CLE,DTW,95,1948,261,480
1990,CLE,FWA,177,1,0,0
1990,CLE,MKE,328,1181,154,166
1990,CLE,ROC,245,416,97,128
1990,CLE,SEA,2021,138,9,11
1990,CLT,CHA,242,801,106,137
1990,CLT,MCO,468,2175,524,876
1990,CLT,RIC,256,2449,413,527
1990,CLT,ROA,155,2144,439,640
1990,CLT,SDF,336,1386,167,228
1990,CLT,SEA,2279,373,19,35
1990,CLT,TRI,120,1645,266,425
1990,CMH,CVG,116,2149,336,704
1990,CMH,DFW,927,783,44,82
1990,COS,DEN,72,3353,689,1248
1990,COS,DFW,NA,281,31,53
1990,COS,ICT,404,353,94,113
1990,CVG,BWI,430,1069,116,183
1990,CVG,CMH,116,1785,534,583
1990,CVG,DFW,NA,341,40,76
1990,CVG,DTW,229,2713,376,805
1990,CVG,MKE,318,708,63,70
1990,CVG,MSY,700,1080,66,167
1990,CVG,RIC,413,1017,128,204
1990,CVG,STL,307,2134,235,472
1990,DAL,AUS,NA,587,118,153
1990,DAL,HOU,NA,1562,431,441
1990,DAL,IAH,217,1511,478,570
1990,DAL,OKC,NA,392,113,116
1990,DAY,BWI,406,594,82,94
1990,DCA,ICT,1110,362,6,3
1990,DCA,IND,499,1374,207,223
1990,DCA,PIT,205,2147,383,595
1990,DCA,PVD,357,1335,216,311
1990,DCA,ROC,296,1006,115,169
1990,DEN,BWI,1491,1055,86,101
1990,DEN,COS,72,3049,763,1197
1990,DEN,DFW,641,6119,745,1344
1990,DEN,FSD,483,704,141,180
1990,DEN,IAD,1452,2537,250,315
1990,DEN,ICT,419,2055,322,479
1990,DEN,MCO,1545,1311,131,180
1990,DFW,ABQ,NA,648,144,171
1990,DFW,BDL,1471,828,60,97
1990,DFW,BDL,NA,165,22,26
1990,DFW,BFL,NA,56,12,10
1990,DFW,BUR,1231,809,65,139
1990,DFW,CHS,987,394,30,58
1990,DFW,CMH,927,737,69,110
1990,DFW,COS,NA,269,52,55
1990,DFW,CVG,NA,389,74,66
1990,DFW,DEN,641,6139,809,1352
1990,DFW,FLL,NA,329,37,56
1990,DFW,HNL,3784,1063,26,39
1990,DFW,IAH,224,7789,1444,2415
1990,DFW,JFK,1391,863,99,148
1990,DFW,LAX,NA,892,125,148
1990,DFW,LGA,1389,3554,345,622
1990,DFW,LGB,1220,1609,124,224
1990,ABE,ATL,692,1060,126,157
1990,ABQ,ELP,223,2330,762,704
1990,ABQ,PHX,328,6334,1658,2417
1990,ABQ,SAN,628,1,0,0
1990,AMA,DAL,324,1909,377,414
1990,AMA,DFW,313,2358,286,626
1990,ANC,BET,399,585,82,161
1990,ANC,DTW,2986,93,1,1
1990,ANC,SFO,2018,172,13,17
1990,ATL,ABE,692,702,128,125
1990,ATL,GSP,153,4385,906,1308
1990,ATL,HNL,4502,257,11,16
1990,ATL,HOU,696,1807,253,329
1990,ATL,JAX,270,6336,1509,1945
1990,ATL,MKE,669,2036,257,330
1990,ATL,MLB,443,2440,415,581
1990,ATL,PHL,665,6247,1136,1574
1990,ATL,RDU,356,5162,743,1083
1990,ATL,RIC,481,3056,422,613
1990,ATL,ROA,357,318,40,70
1990,ATL,TUL,674,1074,140,230
1990,ATW,GRB,25,133,6,10
1990,AUS,HOU,148,4371,883,892
1990,AZO,DAY,176,1173,118,220
1990,AZO,GRB,202,226,11,13
1990,BDL,DAY,620,167,10,6
1990,BET,ANC,399,589,113,120
1990,BFL,SBA,82,3,2,2
1990,BGR,MHT,183,113,20,22
1990,BGR,ORD,978,172,17,15
1990,BHM,CLT,351,1382,105,155
1990,BHM,LIT,324,1,1,1
1990,BHM,MGM,90,355,132,133
1990,BHM,MSY,321,1940,410,399
1990,BIL,DEN,455,1506,173,298
1990,BIL,GTF,177,724,152,152
1990,BNA,BOS,943,1044,130,167
1990,BNA,BWI,588,1206,79,108
1990,BNA,CMH,338,297,43,50
1990,BNA,CVG,230,612,97,153
1990,BNA,LAS,1588,261,16,24
1990,BNA,ORD,409,2423,310,504
1990,BNA,TPA,612,1053,125,180
1990,BOI,SFO,522,1265,241,273
1990,BOI,SLC,291,1595,105,246
1990,BOI,SUN,96,54,48,51
1990,BOS,BNA,943,1053,67,75
1990,BOS,CMH,640,96,24,15
1990,BOS,DFW,NA,506,58,101
1990,BOS,GSO,645,301,69,78
1990,BOS,MKE,860,589,76,96
1990,BOS,ORD,867,5191,668,941
1990,BOS,STL,1046,1698,178,234
1990,BTM,BZN,65,717,212,296
1990,BTR,MEM,319,1025,38,63
1990,BTV,LGA,258,1059,152,251
1990,BTV,MHT,136,235,40,55
1990,BUF,RDU,487,1051,50,71
1990,BUF,SYR,134,718,111,158
1990,BUR,SJC,296,2673,138,256
1990,BWI,BNA,588,1228,41,54
1990,BWI,DFW,1217,1762,80,158
1990,BWI,IAD,45,15,7,7
1990,BWI,IND,515,767,58,79
1990,BWI,ORF,159,1359,251,334
1990,BWI,RDU,255,1002,141,283
1990,BWI,ROC,277,1412,189,268
1990,BWI,RSW,919,708,72,88
1990,BZN,BTM,65,714,234,311
1990,BZN,DEN,525,698,142,234
1990,CAE,LGA,617,559,74,124
1990,CAK,CLT,394,227,18,25
1990,CHO,RIC,76,461,49,107
1990,CHS,DCA,444,608,48,83
1990,CLE,IAD,288,943,72,101
1990,CLE,LAX,2053,1491,78,135
1990,CLE,MCI,694,668,71,114
1990,CLE,MDW,307,153,34,47
1990,CLE,PHX,1737,741,45,51
1990,CLE,PIT,105,2635,463,671
1990,CLE,PVD,540,639,56,70
1990,CLE,RSW,1025,304,25,36
1990,CLT,BHM,351,1367,136,230
1990,CLT,CAK,394,222,21,21
1990,CLT,ISO,188,700,128,132
1990,CLT,JAX,329,2075,417,668
1990,CLT,LEX,282,797,80,215
1990,CLT,MSY,651,1414,184,253
1990,CLT,ORF,290,2447,405,529
1990,CLT,RDU,130,3275,620,769
1990,CLT,SAN,2077,198,4,9
1990,CLT,TYS,177,1364,258,377
1990,CMH,BNA,338,306,23,40
1990,CMH,BOS,640,93,15,22
1990,CMH,DAY,72,2,1,1
1990,CMH,DTW,155,1411,126,195
1990,CMH,EWR,462,2370,408,641
1990,COS,DFW,592,1445,146,312
1990,COS,LAS,604,345,27,37
1990,CRP,DFW,354,1990,206,436
1990,CRW,DCA,249,103,12,11
1990,CRW,PIT,164,1371,326,530
1990,CVG,BNA,230,594,118,203
1990,CVG,LEX,70,1418,323,507
1990,CVG,MEM,403,665,45,107
1990,CVG,MSP,596,1762,166,305
1990,CVG,ORF,485,720,109,156
1990,CVG,PHX,1569,706,49,93
1990,DAB,JAX,97,357,26,45
1990,DAL,AMA,324,1806,434,416
1990,DAL,HOU,239,8342,3059,3143
1990,DAL,TUL,NA,397,103,112
1990,DAY,AZO,176,1155,303,251
1990,DAY,BDL,620,166,9,10
1990,DAY,CMH,72,93,10,18
1990,DAY,DFW,NA,167,16,23
1990,DAY,MSP,574,709,26,49
1990,DAY,SFO,2051,359,10,10
1990,DCA,CHS,444,627,96,125
1990,DCA,CRW,249,100,11,34
1990,DCA,GSP,396,40,13,31
1990,DCA,IAH,1208,2102,108,230
1990,DCA,JAX,634,240,27,47
1990,DCA,OMA,1012,354,96,57
1990,DCA,PBI,857,1035,109,127
1990,ABE,ORD,654,1029,189,186
1990,ABQ,DAL,580,1109,352,366
1990,ABQ,DAL,NA,213,65,47
1990,ABQ,PIT,1486,716,16,28
1990,ABQ,STL,934,1343,63,107
1990,ALB,ISP,139,50,16,17
1990,ALB,MHT,121,1,0,0
1990,ALB,PWM,187,355,162,188
1990,ANC,JNU,571,796,160,194
1990,ANC,SEA,1449,6481,532,664
1990,ATL,CHS,259,4392,924,1334
1990,ATL,CLT,227,5838,1094,1806
1990,ATL,DCA,547,6130,1007,1296
1990,ATL,DEN,1199,3209,347,484
1990,ATL,LAS,1747,704,59,72
1990,ATL,LEX,303,1430,297,577
1990,ATL,MCO,403,7009,1327,1775
1990,ATL,OKC,761,712,81,126
1990,ATL,PDX,2172,345,20,19
1990,ATL,SJU,1547,2072,219,294
1990,AUS,DFW,NA,1041,196,276
1990,AUS,IAH,140,2461,222,628
1990,AUS,LAS,1090,112,19,14
1990,AVP,MDT,96,224,27,73
1990,AZO,MSP,426,357,34,56
1990,BDL,CVG,661,1004,96,124
1990,BDL,DTW,548,1681,167,197
1990,BDL,MCO,1050,719,18,28
1990,BDL,SYR,192,618,92,89
1990,BGR,PWM,109,261,56,62
1990,BHM,MCO,478,347,75,140
1990,BIL,BZN,126,734,191,223
1990,BIL,GEG,445,240,30,36
1990,BIL,MSP,748,1078,68,115
1990,BIS,MOT,105,1178,280,273
1990,BIS,SLC,696,360,12,21
1990,BNA,FLL,793,252,35,48
1990,BNA,HSV,102,1039,153,270
1990,BNA,LIT,327,1031,109,142
1990,BNA,MCI,491,300,39,45
1990,BNA,MKE,475,1006,90,123
1990,BOI,SEA,399,646,53,66
1990,BOS,DFW,1562,2640,146,215
1990,BOS,IND,817,115,11,10
1990,BOS,JFK,187,2164,394,630
1990,BTR,IAH,253,931,112,290
1990,BTR,MOB,174,973,304,378
1990,BTR,MSY,65,245,23,69
1990,BTV,IAD,442,994,85,95
1990,BUF,ORD,473,3538,515,803
1990,BUR,LAS,223,3827,668,918
1990,BUR,PHX,369,1988,233,315
1990,BWI,CAE,438,685,90,177
1990,BWI,DTW,408,2836,325,392
1990,BWI,GSO,278,1404,232,308
1990,BWI,GSP,425,339,48,48
1990,BWI,JFK,184,400,109,231
1990,BWI,PVD,328,1429,248,307
1990,BWI,TPA,842,1228,125,285
1990,BZN,BIL,126,765,67,129
1990,BZN,SLC,347,1071,216,346
1990,CAE,BWI,438,660,59,95
1990,CAE,CLT,88,2181,343,807
1990,CAE,EWR,602,488,51,48
1990,CAE,RDU,188,1075,42,125
1990,CAK,PIT,70,1,1,1
1990,CHO,CLT,245,1056,109,224
1990,CHS,ATL,259,4151,680,1160
1990,CHS,GSP,186,676,48,71
1990,CHS,LGA,641,264,29,43
1990,CID,DEN,692,702,58,92
1990,CID,PHX,1252,348,25,32
1990,CLE,CVG,221,1432,96,240
1990,CLE,LAS,1825,701,56,70
1990,CLE,LGA,418,3874,702,1162
1990,CLE,ORD,316,5305,982,1561
1990,CLE,PBI,1020,429,34,55
1990,CLE,SAN,2026,124,1,3
1990,CLE,SFO,2161,1173,54,78
1990,CLE,SRQ,967,411,32,55
1990,CLT,ATL,227,5847,1066,1999
1990,CLT,CAE,88,2105,601,872
1990,CLT,CHO,245,1041,141,237
1990,CLT,DFW,936,2016,134,230
1990,CLT,HTS,235,757,123,128
1990,CLT,IAH,913,1407,116,175
1990,CLT,OAJ,191,1051,265,270
1990,CLT,SFO,2296,1072,32,43
1990,CLT,TPA,508,2151,474,680
1990,CMH,DEN,1155,12,1,8
1990,CMH,DFW,NA,113,6,18
1990,CMH,IAH,986,14,9,11
1990,CMH,LAX,1996,192,9,17
1990,CMH,MSP,627,1030,48,86
1990,CRP,HOU,187,2505,957,943
1990,CRW,HTS,52,60,30,31
1990,CVG,BDL,661,1001,115,233
1990,CVG,CLE,221,1421,170,367
1990,CVG,GRR,268,802,139,220
1990,CVG,JAN,555,707,66,122
1990,CVG,JFK,589,339,78,130
1990,CVG,LIT,513,688,65,164
1990,DAL,ABQ,580,1106,290,381
1990,DAL,ABQ,NA,166,34,52
1990,DAL,ELP,NA,194,30,36
1990,DAY,DCA,391,1421,175,167
1990,DAY,LAX,1925,836,21,28
1990,DAY,MCO,808,1081,69,89
1990,DAY,PHL,477,1059,152,268
1990,DAY,RSW,932,60,7,6
1990,DAY,SDF,144,772,200,163
1990,DAY,TOL,119,719,244,182
1990,DAY,TPA,828,948,68,97
1990,DCA,ATL,547,6227,734,1204
1990,DCA,DAY,391,1429,182,267
1990,DCA,GSO,248,988,168,214
1990,DCA,JFK,213,2233,458,674
1990,DCA,MCO,759,2102,144,222
1990,DCA,MKE,634,630,29,50
1990,DCA,MSY,969,544,44,73
1990,DCA,STL,719,3043,387,485
1990,DEN,ATL,1199,3201,253,506
1990,DEN,CID,692,692,108,134
1990,DEN,CMH,1155,12,4,2
1990,DEN,DSM,589,1055,194,242
1990,ABE,PIT,253,1434,134,252
1990,ALB,BUF,251,606,120,123
1990,ALB,DCA,318,1018,147,206
1990,ALB,PHL,212,1427,241,431
1990,AMA,LBB,108,360,78,102
1990,ANC,CDV,160,353,55,127
1990,ANC,ORD,2846,253,9,11
1990,ATL,AVL,164,48,24,22
1990,ATL,BOS,946,5167,821,1087
1990,ATL,CAE,191,4111,937,1428
1990,ATL,CAK,528,795,134,124
1990,ATL,CHA,106,2434,583,861
1990,ATL,CMH,446,3508,536,729
1990,ATL,FLL,581,4847,799,1077
1990,ATL,IAH,689,3511,383,697
1990,ATL,LAX,1946,3513,295,321
1990,ATL,MIA,595,6327,1111,1483
1990,ATL,PBI,545,3928,661,923
1990,ATL,PHX,1587,1421,115,141
1990,ATL,ROC,749,704,120,202
1990,ATL,SEA,2182,1443,132,157
1990,ATL,SLC,1589,1773,175,214
1990,ATL,TOL,549,710,120,214
1990,ATW,MSP,236,133,16,16
1990,AUS,DEN,775,687,62,101
1990,AUS,LBB,341,691,78,63
1990,AUS,STL,722,357,26,35
1990,AVL,ATL,164,46,22,22
1990,AVL,BWI,414,246,27,58
1990,BDL,EWR,116,1208,162,282
1990,BDL,PBI,1133,360,14,34
1990,BDL,PVD,66,3,2,1
1990,BDL,RDU,532,1057,51,95
1990,BDL,TPA,1111,352,15,31
1990,BHM,BWI,682,48,1,25
1990,BHM,MOB,216,1,1,1
1990,BIS,MSP,386,1296,114,190
1990,BNA,CLE,448,1113,122,155
1990,BNA,DET,476,551,121,121
1990,BNA,IAH,657,1035,98,168
1990,BNA,MDW,395,1953,343,354
1990,BNA,MIA,806,257,34,55
1990,BNA,MOB,385,1018,118,170
1990,BNA,STL,271,1270,153,283
1990,BOS,ATL,946,5202,580,902
1990,BOS,DCA,399,9180,1293,1511
1990,BOS,EWR,200,8090,1742,2700
1990,BOS,MIA,1258,2869,160,226
1990,BOS,SFO,2704,1084,68,74
1990,BUF,ALB,251,633,64,100
1990,BUF,BWI,281,1413,290,446
1990,BUF,CLE,192,1513,179,399
1990,BUF,DCA,296,1017,150,220
1990,BUF,EWR,282,3586,682,1156
1990,BUF,PHL,279,1426,275,474
1990,BUR,SLC,574,715,49,78
1990,BWI,AVL,414,241,43,70
1990,BWI,BHM,682,47,3,9
1990,BWI,BUF,281,1432,202,251
1990,BWI,FAY,313,360,52,60
1990,BWI,IAH,1235,704,24,52
1990,BWI,ORH,330,1052,147,273
1990,BWI,STL,737,1620,171,242
1990,BWI,SYR,273,1433,236,315
1990,CAE,ATL,191,4501,839,1295
1990,CAE,SAV,125,201,48,45
1990,CAK,ATL,528,812,91,150
1990,CAK,ORD,344,1253,140,289
1990,CDV,ANC,160,358,77,127
1990,CHA,ATL,106,2443,495,1059
1990,CHA,BHM,135,1,0,0
1990,CHO,ROA,101,313,44,48
1990,CHS,IAD,441,975,79,101
1990,CID,FSD,282,13,1,3
1990,CLE,BNA,448,1116,67,103
1990,CLE,BUF,192,1480,297,329
1990,CLE,DCA,310,2765,477,679
1990,CLE,MCO,895,1667,98,151
1990,CLE,MIA,1080,779,57,106
1990,CLE,MSP,622,2210,219,402
1990,CLT,CRW,221,1397,254,294
1990,CLT,DAY,370,1423,265,441
1990,CLT,DFW,NA,391,53,63
1990,CLT,IAD,321,704,72,185
1990,CLT,MCI,809,1024,88,131
1990,CLT,MKE,651,686,50,71
1990,CLT,ORD,599,4011,588,777
1990,CLT,RSW,600,653,81,122
1990,CLT,SAT,1095,236,9,13
1990,CMH,ATL,446,3160,322,556
1990,CMH,JFK,483,355,82,124
1990,CMH,MCO,802,477,12,30
1990,CMH,PHL,405,810,187,300
1990,COS,SLC,410,1031,27,60
1990,CPR,SLC,320,721,39,93
1990,CRW,CLT,221,1457,216,305
1990,CVG,DAY,64,333,71,156
1990,CVG,MCO,756,1106,129,270
1990,CVG,PDX,1975,354,7,6
1990,CVG,PIT,256,2745,384,925
1990,CVG,SFO,2036,708,37,67
1990,CVG,SLC,1449,1068,57,78
1990,DAB,RDU,480,1069,46,74
1990,DAL,LBB,293,2559,669,683
1990,DAL,LIT,NA,324,87,92
1990,DAL,MSY,437,714,88,115
1990,DAL,MSY,NA,143,25,25
1990,DAL,OKC,181,1981,632,734
1990,DAL,SAT,248,3413,891,920
1990,DAY,CLT,370,1427,273,375
1990,DAY,CVG,64,340,56,177
1990,DAY,FNT,213,1067,387,325
1990,DAY,IAH,929,180,6,6
1990,DAY,JFK,554,356,60,66
1990,DAY,MIA,999,497,24,33
1990,DAY,PHX,1599,114,5,2
1990,DCA,ALB,318,1000,174,228
1990,DCA,BOS,399,8797,1546,1878
1990,DCA,BUF,296,1049,250,264
1990,DCA,CLE,310,2765,355,612
1990,DCA,DTW,405,2334,256,338
1990,DCA,EWR,199,3565,505,1055
1990,DCA,FLL,899,935,94,91
1990,DCA,HOU,1218,111,7,11
1990,ABQ,DEN,349,3370,467,799
1990,ABQ,DFW,569,3214,412,641
1990,ABQ,HOU,759,613,113,104
1990,ABQ,LAS,487,2422,516,472
1990,ALB,CLE,424,359,25,40
1990,AMA,DFW,NA,459,58,115
1990,ANC,OME,539,540,58,148
1990,ANC,SLC,2125,710,84,72
1990,ATL,AUS,813,1071,101,155
1990,ATL,BHM,134,5554,1065,1709
1990,ATL,CSG,83,1033,276,403
1990,ATL,CVG,373,2505,444,724
1990,ATL,DAB,366,3080,624,951
1990,ATL,DTW,594,5545,824,1257
1990,ATL,FWA,508,352,28,46
1990,ATL,GSO,306,3371,594,872
1990,ATL,HSV,151,2609,541,776
1990,ATL,MDT,619,223,44,86
1990,ATL,MLU,448,356,49,76
1990,ATL,PIT,526,4908,814,1100
1990,ATL,PNS,272,3693,642,970
1990,ATL,RSW,515,3529,607,810
1990,ATL,SFO,2139,2431,171,191
1990,ATL,SHV,552,358,56,82
1990,ATL,SYR,793,713,102,152
1990,AUS,ATL,813,1059,142,243
1990,AUS,DAL,189,3023,918,759
1990,AUS,PHX,872,1995,192,189
1990,AUS,SAT,66,1514,119,272
1990,AVP,PHL,105,244,73,89
1990,BDL,PHL,196,1794,354,572
1990,BDL,SJU,1666,356,6,7
1990,BDL,STL,957,1249,77,126
1990,BGM,PIT,251,1087,107,227
1990,BGR,BOS,201,1404,284,485
1990,BHM,ATL,134,5235,1046,1707
1990,BHM,BNA,177,2710,329,493
1990,BHM,HSV,74,1324,164,239
1990,BIS,DEN,517,669,56,139
1990,BLI,SEA,94,1903,500,762
1990,BNA,BHM,177,2662,587,573
1990,BNA,BTR,464,1025,107,159
1990,BNA,CLT,329,1415,131,271
1990,BNA,DCA,562,1032,83,102
1990,BNA,DFW,NA,582,68,113
1990,BNA,EWR,748,1036,152,187
1990,BNA,MCO,616,1053,94,137
1990,BNA,TYS,152,644,154,190
1990,BOS,BGR,201,1385,365,508
1990,BOS,DEN,1754,1678,157,234
1990,BOS,MSP,1124,2170,201,252
1990,BOS,ORF,468,630,117,143
1990,BOS,PHL,280,5703,1432,1797
1990,BOS,PHX,2300,472,32,37
1990,BOS,PIT,496,2757,534,694
1990,BOS,PWM,95,1607,592,719
1990,BTR,BNA,464,1036,73,80
1990,BTR,SHV,206,85,8,18
1990,BTV,ORD,763,816,102,120
1990,BUF,IAD,284,646,59,85
1990,BUF,ROC,55,341,49,93
1990,BUR,OAK,325,5607,563,572
1990,BUR,SFO,326,5248,826,1060
1990,BWI,CLT,361,2450,332,512
1990,BWI,JAX,663,746,66,103
1990,BWI,LAX,2329,891,17,29
1990,BWI,MYR,399,603,78,99
1990,BWI,PBI,883,835,89,181
1990,CAE,DFW,922,526,32,58
1990,CAE,ORD,666,320,94,85
1990,CHO,LGA,305,26,6,12
1990,CHS,CLT,168,1805,230,419
1990,CID,DSM,104,192,28,64
1990,CID,MSP,221,1041,107,154
1990,CID,ORD,196,653,147,225
1990,CLE,ALB,424,362,66,104
1990,CLT,BNA,329,1412,213,314
1990,CLT,BWI,361,2464,353,564
1990,CLT,CHS,168,1682,356,660
1990,CLT,DAB,416,1175,216,342
1990,CLT,DCA,331,2684,493,703
