Year,Origin,Dest,Distance,Flights_Count,DepDelay_Sum,ArrDelay_Sum
1990,PDX,DFW,NA,342,19,33
1990,PDX,LAX,834,3679,259,408
1990,PDX,SEA,129,9406,1974,3546
1990,PHF,IAD,135,296,24,37
1990,PHL,GSO,365,624,143,156
1990,PHL,JAX,742,662,119,161
1990,PHL,MCI,1038,323,38,50
1990,PHL,MKE,690,447,20,27
1990,PHL,PBI,951,1172,196,304
1990,PHL,PIT,267,3688,1149,1307
1990,PHL,PWM,365,1055,389,459
1990,PHX,DSM,1149,701,63,67
1990,PHX,MSP,1276,2806,233,258
1990,PHX,OAK,646,2757,363,444
1990,PHX,SEA,1107,1656,75,101
1990,PHX,SJC,621,1959,243,260
1990,PHX,STL,1262,1588,131,135
1990,PHX,YUM,160,1636,203,378
1990,PIA,CID,135,3,2,1
1990,PIT,DCA,205,2062,713,742
1990,PIT,MDT,185,2268,655,678
1990,PIT,PHL,267,3804,1072,1434
1990,PIT,SDF,335,1385,275,278
1990,PIT,SYR,279,1404,527,632
1990,PSP,ONT,65,669,45,185
1990,PSP,SAN,85,417,59,93
1990,PSP,SJC,390,404,39,72
1990,PVD,DCA,357,1389,142,173
1990,PWM,PHL,365,1081,140,207
1990,RAP,SLC,508,352,9,15
1990,RDU,BOS,612,1054,129,217
1990,RDU,CHS,217,1038,146,225
1990,RDU,DFW,NA,342,27,47
1990,RDU,EWR,416,2006,336,531
1990,RDU,GSO,67,438,114,138
1990,RDU,IAD,224,1009,112,188
1990,RDU,ISP,459,1036,92,162
1990,RDU,RIC,139,357,42,84
1990,RDU,SWF,463,718,79,177
1990,RDU,SYR,519,1017,90,182
1990,RIC,BOS,474,397,69,95
1990,RIC,CLT,256,2449,287,501
1990,RIC,CVG,413,659,61,108
1990,RIC,RDU,139,357,51,84
1990,RNO,FAT,188,707,207,235
1990,RNO,SLC,422,1262,215,302
1990,ROA,BWI,221,731,57,113
1990,ROA,CLT,155,2161,331,495
1990,JAX,ATL,270,6160,1013,1727
1990,JAX,CLT,329,2092,253,411
1990,JAX,DAB,97,353,158,169
1990,JAX,DCA,634,238,11,6
1990,JAX,IAD,631,527,23,27
1990,JAX,MSY,513,360,15,34
1990,JAX,TPA,180,1032,163,206
1990,JFK,DFW,NA,268,34,40
1990,JFK,ORD,740,1001,223,296
1990,JFK,RDU,426,1036,152,193
1990,JFK,SJU,1597,3978,205,384
1990,JFK,SYR,209,478,95,194
1990,JNU,GST,41,85,26,39
1990,JNU,SEA,909,884,124,197
1990,KTN,SIT,NA,423,120,157
1990,LAN,GRR,48,54,2,3
1990,LAS,BNA,1588,260,1,3
1990,LAS,COS,604,353,54,92
1990,LAS,GJT,420,219,25,36
1990,LAS,IND,1591,595,9,22
1990,LAS,LAX,236,10157,1635,2544
1990,LAS,LGB,231,1174,159,248
1990,LAS,MEM,1416,356,15,9
1990,LAS,SFO,414,3086,544,627
1990,LAX,CLE,2053,1493,53,84
1990,LAX,LAS,236,10559,1744,2578
1990,LAX,MSP,1536,1967,161,183
1990,LAX,RNO,390,1075,163,230
1990,LAX,TPA,2158,902,46,52
1990,LBB,ELP,295,950,103,131
1990,LEX,CLT,282,813,149,210
1990,LEX,CVG,70,677,249,369
1990,LGA,BTV,258,1050,215,273
1990,LGA,CAE,617,545,91,113
1990,LGA,STL,887,1857,270,363
1990,LGA,SYR,198,1689,532,618
1990,LGB,LAS,231,1170,155,250
1990,LIT,TUL,230,693,84,92
1990,MCI,CLE,694,678,92,71
1990,MCI,DTW,629,1223,81,135
1990,MCI,MCO,1072,291,16,42
1990,MCI,SLC,919,1437,55,90
1990,MCO,DFW,984,2957,158,290
1990,MCO,IAD,758,1619,73,109
1990,MCO,IND,828,716,66,83
1990,MCO,MCI,1072,298,9,10
1990,MCO,TLH,227,1676,161,177
1990,MDT,STL,733,542,43,66
1990,MDW,CLE,307,155,11,39
1990,MEM,BTR,319,1014,62,98
1990,MEM,CVG,403,712,100,150
1990,MEM,ICT,453,996,87,143
1990,MEM,LAS,1416,353,46,36
1990,MEM,MSP,700,2312,290,337
1990,MEM,OKC,432,1022,108,154
1990,MEM,SFO,1807,897,41,57
1990,MEM,TPA,656,1035,92,121
1990,MEM,VPS,369,1051,116,143
1990,MHT,BGR,183,107,35,44
1990,MHT,BTV,136,150,43,54
1990,MHT,ORD,843,994,122,219
1990,MIA,DTW,1145,1513,96,108
1990,MIA,PIT,1013,878,76,109
1990,MIA,SJU,1045,3893,261,325
1990,MKE,ATL,669,2060,263,385
1990,MKE,BOS,860,626,93,122
1990,MKE,ORD,67,4165,593,1275
1990,MKE,SFO,1845,349,44,51
1990,MLB,ATL,443,2490,265,417
1990,MLI,STL,187,1247,165,279
1990,MSP,CVG,596,1759,144,326
1990,MSP,DAY,574,790,57,154
1990,MSP,DEN,680,4235,482,870
1990,MSP,DSM,232,1469,180,313
1990,MSP,GTF,887,701,70,113
1990,MSP,LAX,1536,2169,198,281
1990,MSP,MEM,700,2752,263,359
1990,MSP,ORD,334,9903,2115,2932
1990,MSP,RST,76,1694,332,571
1990,MSP,STL,449,3640,443,703
1990,MSP,TUS,1298,464,28,75
1990,MSY,BHM,321,1894,519,467
1990,MSY,CLT,651,1429,64,143
1990,MSY,DFW,NA,621,142,186
1990,MSY,EWR,1167,1112,167,207
1990,MSY,JAX,513,349,106,114
1990,OAK,DFW,1456,1379,102,137
1990,OAK,PDX,543,2013,125,163
1990,OGG,HNL,100,1790,192,355
1990,OKC,MEM,432,1034,31,56
1990,OKC,STL,462,2494,448,481
1990,OMA,DCA,1012,353,53,76
1990,OMA,DFW,NA,166,18,41
1990,OMA,DSM,117,935,182,298
1990,OMA,SLC,839,713,56,94
1990,ORD,BGR,978,441,60,65
1990,ORD,BHM,584,176,7,21
1990,ORD,BNA,409,2380,510,589
1990,ORD,BOS,867,5089,835,1130
1990,ORD,IAD,589,3026,562,752
1990,ORD,IND,177,3299,896,1019
1990,ORD,JFK,740,1049,117,207
1990,ORD,MHT,843,922,184,196
1990,ORD,MKE,67,4067,1223,1869
1990,ORD,MSP,334,10133,1825,2683
1990,ORD,PIT,412,5406,916,1627
1990,ORD,PSP,1652,552,56,75
1990,ORD,SAN,1723,3259,302,444
1990,ORD,SAT,1041,1807,244,387
1990,ORF,BWI,159,1390,179,334
1990,ORF,CLT,290,2458,285,393
1990,ORF,CVG,485,719,44,84
1990,ORF,DFW,NA,115,11,11
1990,PBI,DCA,857,1045,92,110
1990,PDX,EUG,106,670,158,213
1990,PDX,OAK,543,1920,105,137
1990,PDX,SAN,933,305,28,27
1990,PDX,SMF,479,964,91,109
1990,PHF,PIT,308,580,69,93
1990,PHL,ATL,665,6308,950,1464
1990,PHL,DFW,NA,400,27,49
1990,PHL,IAD,134,1225,81,216
1990,PHL,RIC,198,655,143,191
1990,PHX,ABQ,328,6194,1571,1718
1990,PHX,CLE,1737,748,25,34
1990,MCO,JFK,944,1741,304,348
1990,MCO,MKE,1066,96,2,2
1990,MCO,MSP,1310,1097,57,57
1990,MCO,RDU,534,1036,82,118
1990,MCO,SFO,2445,115,1,1
1990,MCO,SJU,1189,1090,77,90
1990,MDT,ATL,619,222,36,78
1990,MDT,IAD,94,2,1,0
1990,MDW,EVV,259,29,5,6
1990,MEM,DTW,610,2048,191,258
1990,MEM,IND,381,1028,108,216
1990,MEM,LGA,963,1248,175,208
1990,MEM,MSY,349,1400,240,326
1990,MEM,PBI,822,375,42,34
1990,MEM,PHL,874,1055,114,166
1990,MEM,SEA,1870,514,38,42
1990,MEM,TYS,342,1009,52,103
1990,MFE,IAH,316,1763,340,611
1990,MHT,EWR,209,200,52,80
1990,MIA,JFK,1090,3250,405,563
1990,MIA,RSW,105,165,40,48
1990,MKE,MCO,1066,95,7,12
1990,MLU,ATL,448,350,90,131
1990,MLU,DFW,293,591,132,162
1990,MOB,SHV,351,711,183,244
1990,MOT,MSP,449,809,54,169
1990,MSN,STL,308,580,57,107
1990,MSP,BOS,1124,1574,283,356
1990,MSP,CID,221,1021,126,296
1990,MSP,CLT,930,700,44,67
1990,MSP,HDN,774,75,10,16
1990,MSP,HOU,1057,219,23,72
1990,MSP,LAS,1300,1730,108,200
1990,MSP,MCI,393,2001,257,404
1990,MSP,MCO,1310,1090,104,150
1990,MSP,MOT,449,761,81,143
1990,MSP,RNO,1406,356,16,48
1990,MSP,RSW,1416,285,23,38
1990,MSY,DEN,1062,1775,136,200
1990,MSY,IAH,305,3628,468,1058
1990,MSY,JFK,1182,697,92,110
1990,MSY,MEM,349,1415,73,129
1990,MSY,SLC,1428,699,58,65
1990,MYR,BWI,399,601,44,90
1990,OAK,BUR,325,5629,551,368
1990,OAK,SEA,671,2745,194,341
1990,OAK,SLC,588,1434,52,103
1990,OKC,DEN,495,2369,267,422
1990,OKC,HOU,419,1041,293,301
1990,OKC,ICT,156,593,49,110
1990,OMA,DFW,583,800,56,172
1990,OME,ANC,539,534,76,65
1990,ONT,BFL,126,1,0,0
1990,ONT,PDX,838,307,11,17
1990,ONT,SFO,363,3425,646,742
1990,ONT,SMF,389,1759,261,260
1990,ORD,BTV,763,899,117,190
1990,ORD,CAE,666,323,40,93
1990,ORD,CID,196,926,236,339
1990,ORD,ISP,773,985,105,186
1990,ORD,LAX,1745,6427,568,731
1990,ORD,LGB,1735,852,65,87
1990,ORD,PWM,900,797,107,161
1990,ORD,RST,268,1130,289,347
1990,ORD,SAV,773,297,32,40
1990,ORD,SYR,607,2689,487,669
1990,ORF,BOS,468,631,91,144
1990,ORF,DTW,529,1343,98,135
1990,ORF,EWR,284,2313,426,788
1990,PBI,BWI,883,835,69,86
1990,PBI,CVG,892,712,62,111
1990,PBI,FLL,42,1231,245,314
1990,PBI,MEM,822,384,24,20
1990,PBI,RDU,638,1054,82,79
1990,PDX,ONT,838,347,25,16
1990,PDX,SFO,550,5326,747,914
1990,PHL,AVP,105,240,90,109
1990,PHL,BDL,196,1714,595,768
1990,PHL,BOS,280,5762,1727,2236
1990,PHL,LAS,2176,294,23,38
1990,PHL,MEM,874,1065,43,70
1990,PHL,RDU,336,1960,264,395
1990,PHL,ROC,257,1396,468,626
1990,PHL,SJU,1576,1149,67,122
1990,PHL,STL,813,1687,200,324
1990,PHX,AUS,872,2002,188,198
1990,PHX,BOS,2300,458,27,20
1990,PHX,DFW,868,4000,333,596
1990,PHX,DFW,NA,618,74,125
1990,PHX,FAT,493,629,80,83
1990,PHX,FLG,119,1762,382,580
1990,PHX,IAD,1956,373,13,12
1990,PHX,LAX,370,12938,2812,3133
1990,PHX,LGB,355,1269,248,310
1990,PHX,MCI,1044,2028,194,225
1990,PHX,PSP,261,994,149,139
1990,PHX,SAN,304,9439,2547,2661
1990,PIT,ATL,526,4923,563,1050
1990,PIT,BGM,251,1058,225,366
1990,PIT,BOS,496,2694,483,694
1990,PIT,CMH,144,1414,536,508
1990,PIT,LEX,289,1068,208,265
1990,PIT,PVD,467,1421,296,380
1990,PIT,RIC,259,1406,276,344
1990,PIT,SAN,2106,1065,60,79
1990,PIT,SAT,1277,713,77,108
1990,PIT,TPA,873,1499,204,286
1990,PNS,ATL,272,3474,532,870
1990,PNS,CLT,488,1071,105,119
1990,PNS,TPA,330,910,77,101
1990,PSP,BUR,109,1,0,0
1990,PSP,PHX,261,1003,89,107
1990,PSP,SLC,541,161,10,23
1990,PUB,COS,37,1418,164,239
1990,PVD,PIT,467,1445,239,333
1990,PWM,BOS,95,1625,313,470
1990,PWM,ORD,900,1065,141,186
1990,RAP,CPR,188,363,19,42
1990,RDU,DCA,227,2022,213,318
1990,RDU,MCO,534,1045,114,149
1990,RDU,PBI,638,1038,95,172
1990,RDU,PHL,336,1946,275,549
1990,RDU,STT,1474,16,5,3
1990,RDU,STX,1517,143,5,7
1990,LAS,ELP,584,740,126,110
1990,LAS,GCN,169,663,66,158
1990,LAS,GCN,NA,108,13,18
1990,LAX,ATL,1946,3573,134,240
1990,LAX,FAT,209,2215,423,536
1990,LAX,IAD,2288,2876,70,79
1990,LAX,JFK,2475,5431,265,337
1990,LAX,MCI,1363,1215,55,74
1990,LAX,ONT,47,2,1,2
1990,LAX,RDM,726,60,7,54
1990,LAX,SUN,696,11,2,0
1990,LBB,AMA,108,360,66,120
1990,LBB,AUS,341,644,90,90
1990,LBB,DAL,293,2199,522,601
1990,LBB,MAF,121,701,126,157
1990,LGA,ICT,1278,20,5,11
1990,LGA,ORD,733,10344,1123,1769
1990,LGA,ORF,296,1684,415,570
1990,LGA,PBI,1035,3353,381,549
1990,LGA,RDU,431,2227,269,374
1990,LGB,DEN,854,487,52,67
1990,LGB,DFW,NA,281,32,35
1990,LGB,SFO,354,2722,458,691
1990,LGB,SJC,324,815,27,59
1990,LIH,HNL,102,353,38,44
1990,LIT,DAL,NA,315,55,63
1990,LNK,PHX,983,515,34,45
1990,MAF,LBB,121,703,156,234
1990,MBS,ORD,222,1465,414,618
1990,MCI,CLT,809,1033,93,113
1990,MCI,IND,451,897,64,127
1990,MCI,LAX,1363,1218,76,93
1990,MCI,PIT,773,1081,113,135
1990,MCO,CLE,895,1670,72,136
1990,MCO,CMH,802,479,13,11
1990,MCO,CVG,756,1110,60,133
1990,MCO,DTW,957,2072,167,205
1990,MCO,PBI,142,1748,497,770
1990,MDW,BNA,395,1933,488,544
1990,MDW,STL,251,5247,1100,1328
1990,MEM,EWR,946,790,126,148
1990,MEM,GSP,441,983,66,140
1990,MEM,OMA,538,691,46,56
1990,MEM,ORD,491,2619,373,598
1990,MEM,RSW,763,439,44,55
1990,MIA,ATL,595,6402,910,1530
1990,MIA,BNA,806,269,10,11
1990,MIA,BOS,1258,2843,301,399
1990,MIA,CLE,1080,791,88,109
1990,MIA,DAY,999,481,22,40
1990,MIA,DFW,1121,2999,227,331
1990,MIA,ISP,1113,44,8,13
1990,MIA,MKE,1259,92,2,2
1990,MIA,MSY,674,2346,137,164
1990,MIA,SFO,2585,216,10,9
1990,MIA,TPA,204,5049,747,1159
1990,MKE,CLT,651,693,31,86
1990,MKE,MIA,1259,93,4,5
1990,MKE,TPA,1075,89,5,12
1990,MLI,DEN,751,707,81,103
1990,MOB,BHM,216,1,1,0
1990,MOB,BNA,385,1043,49,86
1990,MOB,HSV,286,1,1,1
1990,MSP,BIS,386,1306,205,386
1990,MSP,CLE,622,2207,234,480
1990,MSP,DTW,528,3787,715,871
1990,MSP,FAR,223,1938,332,494
1990,MSP,GEG,1175,773,91,115
1990,MSP,GRB,252,1226,212,297
1990,MSP,IND,503,1399,172,357
1990,MSP,ONT,1494,689,58,75
1990,MSP,PBI,1451,10,1,1
1990,MSP,SEA,1399,1777,205,284
1990,MSP,SRQ,1343,11,1,1
1990,MSY,DAL,437,779,185,190
1990,MSY,DAL,NA,157,30,31
1990,MSY,DTW,926,399,15,27
1990,MSY,MIA,674,2324,177,312
1990,MSY,SFO,1911,471,36,35
1990,MYR,RDU,152,754,28,59
1990,OAK,DEN,957,1362,163,202
1990,OAK,DFW,NA,170,12,22
1990,OAK,RNO,180,237,74,82
1990,OAK,SAN,446,3961,566,599
1990,OAK,SNA,371,1336,88,117
1990,OKC,DAL,181,2070,697,763
1990,OKC,SLC,866,716,67,74
1990,OMA,MEM,538,704,11,32
1990,ONT,LAX,47,39,13,14
1990,ONT,MSP,1494,702,27,42
1990,ONT,ORD,1700,2648,174,204
1990,ONT,SBA,130,85,20,23
1990,ONT,SEA,956,697,47,120
1990,ONT,SLC,558,1078,43,95
1990,ORD,ANC,2846,246,23,25
1990,ORD,CAK,344,1189,244,377
1990,ORD,CLT,599,4016,534,869
1990,ORD,DFW,802,6193,796,1315
1990,ORD,DSM,299,3129,751,987
1990,ORD,IAH,925,4441,479,876
1990,ORD,ICT,588,1004,158,227
1990,ORD,LGA,733,9929,1493,2303
1990,ORD,MBS,222,1454,309,382
1990,ORD,MEM,491,2569,334,495
1990,ORD,ONT,1700,2596,220,319
1990,ORD,PVD,849,2291,307,449
1990,ORD,RNO,1671,473,34,48
1990,ORD,SJC,1829,2420,198,256
1990,ORD,SJU,2072,688,38,50
1990,ORD,SRQ,1050,222,29,38
1990,ORD,TUL,585,1977,453,545
1990,ORD,TUS,1437,1006,112,151
1990,ORD,TYS,475,627,113,149
1990,ORF,LGA,296,1651,262,517
1990,ORH,BWI,330,1059,123,192
1990,ORH,DTW,588,410,57,71
1990,PBI,ATL,545,4314,453,747
1990,PBI,BDL,1133,356,37,47
1990,PBI,DFW,1103,1167,73,107
1990,PBI,EWR,1024,2409,335,350
1990,PBI,IAH,956,356,21,25
1990,PBI,LGA,1035,3612,588,715
1990,PBI,MCO,142,1361,202,421
1990,PBI,MSP,1451,11,0,0
1990,PBI,TPA,174,628,38,115
1990,DFW,BUR,NA,114,18,23
1990,DFW,CLE,1021,1480,128,169
1990,DFW,CLE,NA,161,25,33
1990,DFW,DSM,NA,109,27,31
1990,DFW,GSO,NA,113,9,22
1990,DFW,JAX,NA,160,26,28
1990,DFW,LBB,282,2332,467,796
1990,DFW,LGA,NA,697,106,140
1990,DFW,MOB,NA,56,12,20
1990,DFW,MSY,448,3634,549,1111
1990,DFW,PIT,NA,339,63,68
1990,DFW,RDU,1062,1979,212,305
1990,DFW,RIC,1158,379,34,41
1990,DFW,RIC,NA,53,6,9
1990,DFW,SLC,NA,569,93,107
1990,DSM,DFW,NA,175,17,34
1990,DSM,MCI,164,30,8,10
1990,DTW,AZO,113,1254,242,385
1990,DTW,BNA,457,2733,182,337
1990,DTW,CLT,500,1487,172,351
1990,DTW,MSN,312,1340,179,246
1990,DTW,PBI,1087,824,78,103
1990,DTW,PHL,453,3403,637,961
1990,DTW,PVD,614,1109,127,163
1990,DTW,SRQ,1023,681,62,73
1990,EUG,LAX,748,326,22,20
1990,EWR,DAY,533,1058,152,177
1990,EWR,FLL,1065,3053,306,406
1990,EWR,MIA,1086,3049,347,472
1990,EWR,PVD,160,1492,277,412
1990,EWR,RSW,1068,1294,131,166
1990,EWR,STL,872,1715,167,271
1990,FAR,DEN,627,239,10,24
1990,FAY,GSO,97,530,79,222
1990,FCA,HLN,159,209,72,140
1990,FCA,MSO,97,240,114,130
1990,FLG,GCN,62,468,154,175
1990,FLL,BWI,925,891,98,121
1990,FLL,DAY,982,356,31,32
1990,FLL,EWR,1065,3055,400,491
1990,FLL,MIA,21,787,203,197
1990,FLL,MSY,673,120,5,5
1990,FLL,RSW,104,253,98,96
1990,FSD,BIS,295,359,20,33
1990,FSD,RAP,317,1046,203,215
1990,FWA,CVG,136,363,41,114
1990,FWA,DAY,90,1081,73,147
1990,FWA,ORD,157,520,60,167
1990,GCN,FLG,62,480,130,200
1990,GEG,BOI,287,118,13,32
1990,GEG,DEN,836,1577,171,254
1990,GEG,PHX,1020,1,0,0
1990,GEG,SEA,224,3242,612,1022
1990,GFK,MSP,284,1267,123,217
1990,GJT,DEN,212,727,54,157
1990,GNV,ATL,300,1616,180,271
1990,GNV,MIA,295,1018,133,157
1990,GSO,CAE,163,251,29,82
1990,GSO,DFW,NA,56,7,6
1990,GSO,FAY,97,500,146,226
1990,GTF,SLC,463,715,125,185
1990,GUC,ATL,1301,1,1,1
1990,GUM,SPN,129,1361,321,402
1990,HDN,CLE,1324,2,0,2
1990,HDN,IAH,986,1,0,1
1990,HDN,ORD,1009,126,34,43
1990,HLN,FCA,159,205,86,96
1990,HOU,DEN,883,1521,143,203
1990,HOU,JFK,1428,291,34,44
1990,HOU,MSY,303,5248,1519,1490
1990,HPN,IAD,247,335,28,76
1990,HRL,SAT,233,690,188,168
1990,HSV,MEM,184,1392,152,254
1990,IAD,BOS,413,1945,346,417
1990,IAD,HPN,247,336,44,83
1990,IAD,IAH,1190,678,44,85
1990,IAD,ORF,157,1372,193,279
1990,IAD,PVD,372,1250,168,211
1990,IAD,SRQ,848,74,8,18
1990,IAD,STL,696,1137,68,105
1990,IAH,BOS,1597,1226,118,176
1990,IAH,CLE,1091,1559,110,167
1990,IAH,HDN,986,2,0,0
1990,IAH,IAD,1190,652,37,56
1990,IAH,MCO,853,1547,144,210
1990,IAH,MIA,964,2377,171,316
1990,IAH,MOB,427,302,36,18
1990,IAH,OKC,395,1042,66,108
1990,IAH,PIT,1117,1392,139,178
1990,IAH,SRQ,796,96,10,12
1990,ILM,BWI,345,327,22,29
1990,IND,CLE,261,2341,169,477
1990,IND,CMH,182,2764,437,570
1990,IND,DET,252,1831,414,364
1990,IND,SFO,1944,598,31,49
1990,ISP,BUF,326,1,0,0
1990,ISP,BWI,220,1018,146,242
1990,ISP,CLT,575,85,9,17
1990,ISP,SYR,222,621,89,111
1990,ITH,PIT,239,724,95,167
1990,JAC,ORD,1162,9,2,6
1990,JAN,ATL,341,1778,340,596
1990,JAN,BHM,211,713,202,261
1990,JAX,DFW,NA,168,34,31
1990,JFK,BNA,766,345,84,89
1990,JFK,CLE,425,1024,200,212
1990,JFK,HOU,1428,279,43,56
1990,JFK,MSP,1028,488,87,118
1990,JFK,PBI,1028,360,47,49
1990,JFK,PHL,94,930,298,357
1990,JFK,ROC,264,356,97,99
1990,LAS,BWI,2106,292,20,17
1990,LAS,PHX,256,9883,2625,3189
1990,LAS,PMD,193,1369,115,112
1990,LAS,RNO,345,2797,545,684
1990,LAS,SJC,386,1673,238,343
1990,LAX,ABQ,677,2383,428,433
1990,LAX,EUG,748,88,8,8
1990,LAX,PHL,2401,1263,45,58
1990,LBB,DFW,282,2392,305,504
1990,LEX,DAY,130,247,19,119
1990,LGA,ALB,136,1,1,1
1990,LGA,BNA,764,1061,43,85
1990,LGA,CVG,585,1433,153,264
1990,LGA,DCA,214,5279,190,611
1990,LAX,MIA,2342,2192,48,56
1990,LAX,OAK,337,4211,610,681
1990,LAX,SFO,337,25779,5026,7220
1990,LAX,SJU,3386,13,11,11
1990,LAX,SMF,373,4771,680,990
1990,LBB,DFW,NA,466,67,100
1990,LEX,BNA,175,359,28,41
1990,LEX,SDF,63,723,117,189
1990,LFT,BTR,55,249,46,43
1990,LFT,IAH,201,886,109,328
1990,LGA,BOS,185,6441,454,1006
1990,LGA,CLT,544,2862,754,848
1990,LGA,DEN,1619,2521,168,284
1990,LGA,HOU,1428,208,14,20
1990,LGA,IAD,229,2071,250,502
1990,LGA,JAX,834,553,104,137
1990,LGA,PIT,335,3216,813,954
1990,LGA,RIC,292,1266,222,333
1990,LGB,OAK,353,1823,98,136
1990,LIT,DAL,296,1768,520,493
1990,LIT,DEN,770,1,0,0
1990,LIT,DFW,304,2957,506,889
1990,LIT,HOU,393,149,10,21
1990,LIT,MEM,129,2987,530,785
1990,LIT,STL,296,2626,404,550
1990,LNK,ORD,466,1092,266,365
1990,MAF,ABQ,332,640,92,81
1990,MBS,CLE,186,97,12,27
1990,MBS,DTW,98,2139,224,367
1990,MCI,DEN,533,2871,358,568
1990,MCI,EWR,1092,928,145,161
1990,MCI,ORD,403,3286,499,820
1990,MCI,SEA,1489,236,12,26
1990,MCI,TPA,1048,59,3,4
1990,MCO,SLC,1929,599,20,14
1990,MCO,SYR,1053,356,35,41
1990,MCO,TPA,80,1362,200,380
1990,MDT,LGA,157,1,1,1
1990,MDT,ORD,594,2480,315,428
1990,MDW,DET,248,3280,935,1179
1990,MEM,ATL,332,4191,852,1402
1990,MEM,BHM,211,1346,206,234
1990,MEM,BNA,200,2522,191,360
1990,MEM,DFW,432,3362,402,716
1990,MEM,IAH,469,694,51,111
1990,MEM,LIT,129,2961,744,961
1990,MEM,SAT,625,1038,76,132
1990,MEM,SDF,320,694,63,108
1990,MEM,SHV,285,847,60,97
1990,MFR,SFO,329,1232,227,264
1990,MGM,ATL,147,1702,315,622
1990,MHT,PHL,290,1078,139,216
1990,MHT,PIT,485,947,163,178
1990,MIA,CLT,650,1919,182,323
1990,MIA,EYW,126,2088,270,421
1990,MIA,LAX,2342,2138,75,80
1990,MIA,STX,1139,345,15,29
1990,MKE,DEN,895,686,56,136
1990,MKE,STL,317,1891,255,434
1990,MLB,CLT,490,1142,97,117
1990,MLI,CID,69,619,210,271
1990,MLI,OMA,280,210,12,13
1990,MLU,JAN,116,358,64,83
1990,MOB,JAN,156,345,15,84
1990,MOB,PNS,65,263,105,134
1990,MSN,GRB,111,93,21,21
1990,MSP,BDL,1050,680,44,75
1990,MSP,BWI,936,694,82,113
1990,MSP,DFW,NA,449,40,71
1990,MSP,EWR,1008,1678,300,378
1990,MSP,FLL,1487,87,8,9
1990,MSP,FSD,197,1348,212,388
1990,MSP,IAD,908,697,60,123
1990,MSP,PDX,1426,1012,62,109
1990,MSP,PHL,980,1486,189,301
1990,MSP,SAN,1532,1009,70,143
1990,MSP,SFO,1589,2175,220,291
1990,MSP,SJC,1576,438,32,48
1990,MSP,TPA,1307,929,69,102
1990,MSY,CLE,917,349,8,12
1990,MSY,JAN,160,3,1,1
1990,MSY,PHL,1088,469,64,137
1990,MYR,MIA,549,1,1,1
1990,OAK,LAX,337,4207,365,857
1990,OAK,LGB,353,1476,135,199
1990,OAK,SMF,75,93,27,31
1990,OGG,SFO,2338,524,23,15
1990,OKC,AUS,358,2,1,1
1990,OKC,DFW,175,5266,650,1352
1990,OKC,DFW,NA,1040,150,232
1990,OKC,PHX,833,1040,141,154
1990,OMA,CID,221,155,57,46
1990,OMA,IAH,781,355,13,37
1990,OMA,MLI,280,197,64,69
1990,ONT,SJC,333,2676,136,374
1990,ONT,STL,1547,1156,66,78
1990,ORD,AUS,978,1449,183,248
1990,ORD,BDL,783,3565,675,864
1990,ORD,BWI,622,4595,844,1315
1990,ORD,COS,911,418,59,111
1990,ORD,CVG,264,5320,1033,1475
1990,ORD,DCA,612,6579,955,1376
1990,ORD,EGE,1007,17,5,9
1990,ORD,ELP,1236,758,97,133
1990,ORD,EWR,719,8395,1271,1914
1990,ORD,HNL,4243,1017,45,42
1990,ORD,HSV,510,800,151,185
1990,ORD,LAS,1515,3248,307,402
1990,ORD,LNK,466,1033,211,324
1990,ORD,MCI,403,3579,822,1125
1990,ORD,MDT,594,2314,431,576
1990,ORD,PDX,1739,2560,264,348
1990,ORD,ROC,528,3240,646,964
1990,ORD,RSW,1120,728,85,113
1990,ORF,DFW,1213,582,52,59
1990,OTZ,ANC,549,460,101,109
1990,PBI,DFW,NA,230,17,23
1990,PDX,IAD,2327,84,1,2
1990,PDX,MSP,1426,1029,48,72
1990,PDX,ORD,1739,2616,207,243
1990,PDX,SLC,630,1422,84,147
1990,PDX,SNA,859,351,29,37
1990,PHL,CLE,363,2915,462,770
1990,PHL,MHT,290,1059,314,441
1990,PHL,MSP,980,1733,135,175
1990,PHL,MIA,1013,2325,260,436
1990,PHL,SRQ,956,477,70,116
1990,PHX,BNA,1448,685,74,55
1990,PHX,BWI,1999,1396,61,55
1990,PHX,HDN,553,41,10,14
1990,PHX,IAH,1009,2594,203,258
1990,PHX,ICT,870,1042,76,97
1990,PHX,MEM,1263,581,33,38
1990,PHX,MLI,1300,350,21,33
1990,PHX,SFO,651,4361,978,945
1990,PIT,BNA,462,1132,156,185
1990,PIT,BTV,454,1052,281,337
1990,PIT,CLT,366,2251,682,690
1990,PIT,DAY,215,1409,426,514
1990,PIT,IND,325,1538,377,383
1990,PIT,ISP,375,1063,183,245
1990,PIT,MCO,834,2075,197,349
1990,PIT,ORH,451,706,99,111
1990,PIT,PBI,952,647,99,138
1990,PIT,RSW,966,793,83,97
1990,PIT,TOL,201,1063,327,343
1990,PSE,EWR,1627,61,8,13
1990,PSG,JNU,123,88,21,22
1990,PSG,WRG,31,341,123,147
1990,PSP,LGB,95,1,0,1
1990,PSP,STL,1493,15,0,0
1990,PVD,CLT,683,293,12,28
1990,PWM,LGA,270,697,91,191
1990,RDU,ALB,544,1023,81,146
1990,RDU,DTW,501,1031,113,160
1990,RDU,MIA,700,1036,95,154
1990,RDU,MLB,547,835,88,139
